designation,source_id,bp_rp,bp_g,g_rp,l,b
Gaia DR2 1339210252169499264,1339210252169499264,2.821392,1.5679512,1.2534409,59.40987033273465,38.06640479606986
Gaia DR2 2809010286345767936,2809010286345767936,3.0195417,1.7481194,1.2714224,122.7966846572561,-35.013709249254696
Gaia DR2 3928724924885805568,3928724924885805568,2.7782583,1.5576649,1.2205935,293.2380712845708,75.13409277657854
Gaia DR2 6845234183905384832,6845234183905384832,2.6328878,1.4414244,1.1914635,43.874111303379735,-43.22830627003263
Gaia DR2 2812891493672278784,2812891493672278784,2.4155836,1.2905941,1.1249895,92.32860563079316,-44.09851387093389
Gaia DR2 1005552316165903744,1005552316165903744,2.595049,1.4208393,1.1742096,154.27325948259076,18.444216278104467
Gaia DR2 2915129857261094656,2915129857261094656,3.0417747,1.755043,1.2867317,229.2464451775623,-24.75161208072904
Gaia DR2 2824247318484452096,2824247318484452096,3.025795,1.7403488,1.2854462,96.84669469987797,-39.512728785856964
Gaia DR2 1306194494967960960,1306194494967960960,2.2130527,1.1504393,1.0626135,46.15014333576063,35.70560589374007
Gaia DR2 1236859326078660736,1236859326078660736,1.9705486,0.99518394,0.9753647,23.111847991980884,60.550052517535306
Gaia DR2 2580481295637887232,2580481295637887232,2.1199598,1.0862856,1.0336742,133.81797570277067,-50.84150136753551
Gaia DR2 3491521787008088448,3491521787008088448,2.7344608,1.5352325,1.1992283,284.00598544242223,35.13541973207668
Gaia DR2 2566010966702200704,2566010966702200704,2.8323002,1.5944481,1.2378521,136.90016035178886,-55.42271491404514
Gaia DR2 909162529804018688,909162529804018688,2.8563118,1.6174393,1.2388725,180.58337348753176,31.41345047981904
Gaia DR2 1436853275626693248,1436853275626693248,2.565649,1.4001522,1.1654968,87.98550111667413,36.264443113489776
Gaia DR2 1414509069046773888,1414509069046773888,0.8594017,0.33305645,0.52634525,76.3856558672241,36.67440869951417
Gaia DR2 736350496264030976,736350496264030976,0.7528944,0.3187132,0.4341812,198.75634682546914,64.06476877223294
Gaia DR2 980174797522705408,980174797522705408,2.5560856,1.3848019,1.1712837,166.99153805047925,24.41720509625075
Gaia DR2 667328520689073152,667328520689073152,1.716114,0.8326292,0.88348484,204.6543864323098,22.38555164462044
Gaia DR2 2523851911322561536,2523851911322561536,2.541007,1.3789701,1.1620369,120.10159753039082,-69.2267486111439
Gaia DR2 1854351378439524864,1854351378439524864,2.5163584,1.3518677,1.1644907,81.91013275388761,-12.224770105402905
Gaia DR2 3180513240779815808,3180513240779815808,2.067253,1.0508718,1.0163813,210.42069113854797,-31.089350716221293
Gaia DR2 3742962602876776960,3742962602876776960,3.1346436,1.8244343,1.3102093,331.74179394511566,75.06124086071209
Gaia DR2 83247220794739840,83247220794739840,2.55159,1.3922634,1.1593266,154.86066020539738,-37.662221938807185
Gaia DR2 3204902023591829632,3204902023591829632,3.050439,1.7653255,1.2851133,199.02858167412484,-31.471506604888994
Gaia DR2 1169553271540724864,1169553271540724864,0.5089197,0.2037344,0.30518532,17.411117917043022,50.937584833646326
Gaia DR2 2656915701868610944,2656915701868610944,2.4644508,1.3284903,1.1359606,74.04718622385455,-47.457136884411554
Gaia DR2 608092022502972416,608092022502972416,2.5044699,1.2804794,1.2239904,214.4320156848167,31.700310214626953
Gaia DR2 1376294820868528128,1376294820868528128,1.7486916,0.850152,0.89853954,60.138268513999684,52.439866286500056
Gaia DR2 3151670714322742784,3151670714322742784,2.776165,1.5071716,1.2689934,208.05378978971288,18.550281197561517
Gaia DR2 3739407783000524800,3739407783000524800,2.4268112,1.2968082,1.130003,329.8342147408012,72.96514886771311
Gaia DR2 3831257784633494016,3831257784633494016,2.7869158,1.5665512,1.2203646,243.18341107219328,44.75097636546196
Gaia DR2 577915371828680192,577915371828680192,3.2924461,1.9504814,1.3419647,225.72317666745374,28.226450699188973
Gaia DR2 1004393018593456128,1004393018593456128,2.70232,1.5038958,1.1984243,156.86480780210388,19.71725024460774
Gaia DR2 3186217026068264960,3186217026068264960,2.4474878,1.3151379,1.13235,204.59719950828875,-32.225089837856764
Gaia DR2 6266041866762624512,6266041866762624512,2.3337717,1.2340269,1.0997448,349.809076041147,34.43143653825403
Gaia DR2 1894038697312008320,1894038697312008320,2.0477924,1.041708,1.0060844,87.66169428319735,-23.354462480495815
Gaia DR2 2262772497350548608,2262772497350548608,2.7755575,1.5560837,1.2194738,102.72240673913136,23.884426051590477
Gaia DR2 1281268497645665792,1281268497645665792,2.8320112,1.5914822,1.2405291,45.898735521859436,66.46514109551107
Gaia DR2 1951525047868234240,1951525047868234240,2.8218222,1.5787678,1.2430544,82.70412595288563,-10.611464989476854
Gaia DR2 3865775135416778624,3865775135416778624,2.3476677,1.2443237,1.103344,239.74152459410206,55.01225526019982
Gaia DR2 2967094116820331648,2967094116820331648,3.135538,1.8190079,1.3165302,223.34696102006802,-23.817972058734618
Gaia DR2 1018436324699616000,1018436324699616000,2.2924318,1.2023888,1.0900431,166.93348219059186,46.21291863844155
Gaia DR2 1074049382314040576,1074049382314040576,2.501625,1.3536224,1.1480026,135.0333340736531,42.65581388335821
Gaia DR2 1055800238072103296,1055800238072103296,2.8724728,1.6224747,1.2499981,138.22810895282552,48.76444811586656
Gaia DR2 4219602890679809920,4219602890679809920,3.1420002,1.8005848,1.3414154,40.3536279351801,-22.436340736649466
Gaia DR2 704249399594769792,704249399594769792,2.2412834,1.1671715,1.0741119,195.13086282062125,33.30875322850596
Gaia DR2 2638838115800511232,2638838115800511232,2.109704,1.0839014,1.0258026,75.97189917421598,-55.15876833712855
Gaia DR2 2355002728143236992,2355002728143236992,2.582858,1.4162102,1.1666479,164.22426671393345,-78.56426353753317
Gaia DR2 3626643038686546944,3626643038686546944,2.2910843,1.1993542,1.0917301,302.8590605310783,52.968539577630416
Gaia DR2 4589496812926418304,4589496812926418304,1.9117756,0.952446,0.9593296,55.28568520411678,20.869003308833555
Gaia DR2 1395351693840046592,1395351693840046592,2.861969,1.6235561,1.2384129,74.48234081722154,56.4525090716839
Gaia DR2 1770783203319322368,1770783203319322368,1.9648666,0.97911453,0.9857521,67.75461555676102,-26.998519900724812
Gaia DR2 2080422720138489344,2080422720138489344,1.9966564,1.0083895,0.98826694,79.73703433647721,11.053397786447363
Gaia DR2 1444622768385439232,1444622768385439232,2.7370281,1.5209751,1.216053,16.653386492029448,80.05857157912135
Gaia DR2 3081103061620757120,3081103061620757120,2.6913042,1.4933414,1.1979628,223.31375058465753,13.083196198846736
Gaia DR2 631616206923231744,631616206923231744,2.6430378,1.453701,1.1893368,212.90745814144768,42.38957723988864
Gaia DR2 862269905067736320,862269905067736320,2.8777304,1.6403961,1.2373343,141.70638616079165,51.007171168507085
Gaia DR2 4192433752202419328,4192433752202419328,2.9331932,1.683876,1.2493172,33.36388607656677,-20.609059334763476
Gaia DR2 3536906221091253760,3536906221091253760,3.2234478,1.8945675,1.3288803,272.12451362645294,31.86326244725063
Gaia DR2 300356722391504128,300356722391504128,2.531498,1.375639,1.155859,141.63950052276942,-30.49483505757917
Gaia DR2 1776071957327819008,1776071957327819008,2.5729084,1.4005394,1.172369,75.50090605837013,-29.256781379033566
Gaia DR2 3165392310198209664,3165392310198209664,2.5582094,1.3922157,1.1659937,204.1043300407849,16.931672924857182
Gaia DR2 3139608899967636096,3139608899967636096,2.7147732,1.5063057,1.2084675,213.28642164556456,9.48048655123009
Gaia DR2 3577849873741917056,3577849873741917056,2.567587,1.3668308,1.2007561,290.35132354806234,50.987965770114826
Gaia DR2 597207853820664832,597207853820664832,2.9716072,1.709322,1.2622852,218.35042715409085,30.1559331726541
Gaia DR2 6610431860885955968,6610431860885955968,3.0057945,1.7263012,1.2794933,26.439287832202904,-62.96768402931702
Gaia DR2 598707244083341312,598707244083341312,2.4183378,1.2909126,1.1274252,216.57907223440932,30.216444473721662
Gaia DR2 2110178562798140928,2110178562798140928,1.8463631,0.9119234,0.93443966,68.91553344262914,20.14622048817207
Gaia DR2 3864230699536702976,3864230699536702976,2.3043633,1.2090359,1.0953274,245.73436356513716,54.84100167713513
Gaia DR2 1051984314248781568,1051984314248781568,3.0483093,1.751852,1.2964573,148.55575417257975,46.22096133551149
Gaia DR2 1118583176652117248,1118583176652117248,2.1934538,1.1358681,1.0575857,144.50116192031874,36.31404939644481
Gaia DR2 5110701745812798336,5110701745812798336,3.1183777,1.8177624,1.3006153,205.36949426562703,-46.19996591369968
Gaia DR2 2048599211506044160,2048599211506044160,1.9488525,0.9754391,0.97341347,70.29239133012793,6.622095471775202
Gaia DR2 3943230987949967232,3943230987949967232,2.5003967,1.3492098,1.151187,333.3160066387245,82.70569870975848
Gaia DR2 5695762328319902592,5695762328319902592,2.6516533,1.4564495,1.1952038,246.025323650055,8.613817427740162
Gaia DR2 4237661441459077376,4237661441459077376,2.5913248,1.4169445,1.1743803,42.30093104754796,-15.13848836630343
Gaia DR2 2759526902977240064,2759526902977240064,2.8004656,1.5804787,1.2199869,100.39871809733904,-50.047036591044474
Gaia DR2 3508158669244958080,3508158669244958080,2.3877783,1.2769756,1.1108027,311.3225117376361,44.774493563637314
Gaia DR2 2607258698741508864,2607258698741508864,2.4735546,1.3314981,1.1420565,64.66612121375084,-58.418377137815995
Gaia DR2 3364487301614258432,3364487301614258432,2.3784447,1.2672405,1.1112041,197.08926347012863,8.635612734694263
Gaia DR2 2053240524958351360,2053240524958351360,2.5630941,1.3999605,1.1631336,72.86325720456193,9.843093075300777
Gaia DR2 5677189476679824640,5677189476679824640,3.2047558,1.9069843,1.2977715,252.06055284884033,22.123753787536852
Gaia DR2 6607711050643561856,6607711050643561856,2.821642,1.5751438,1.2464981,19.533544087130906,-61.82214973107189
Gaia DR2 34947637787190656,34947637787190656,2.7584639,1.5393391,1.2191248,161.61517928539578,-37.03226526434503
Gaia DR2 641223194065713408,641223194065713408,2.7844753,1.5622635,1.2222118,208.69782808068967,47.35803679977132
Gaia DR2 1073804500458586368,1073804500458586368,2.1396055,1.0968418,1.0427637,134.5527055201343,43.30386262465
Gaia DR2 3800027260653501568,3800027260653501568,2.246626,1.1671429,1.079483,262.7593294173903,58.61739734011242
Gaia DR2 614711632257902592,614711632257902592,2.5955057,1.4203444,1.1751614,220.01211653878428,44.687179672454064
Gaia DR2 1913422945574669440,1913422945574669440,2.0536594,1.0421209,1.0115385,102.9528648788298,-22.83252881203773
Gaia DR2 2152181659323833216,2152181659323833216,2.5817804,1.4087505,1.1730299,86.54024298749863,27.774473894122806
Gaia DR2 1101264287966492800,1101264287966492800,3.0886497,1.7841644,1.3044853,151.40631355723673,26.925576933715195
Gaia DR2 4899868157803498112,4899868157803498112,3.024644,1.7497644,1.2748795,217.1020758822142,-40.359078396323504
Gaia DR2 1015969329844759680,1015969329844759680,2.431941,1.2964821,1.135459,168.8461333596326,40.256348237792565
Gaia DR2 2518936132273083008,2518936132273083008,2.233057,1.1623001,1.0707569,151.52164164007547,-54.72416678386612
Gaia DR2 1481957437325212544,1481957437325212544,3.3365383,1.9656601,1.3708782,62.60983091127152,72.260752219364
Gaia DR2 2592165221590705280,2592165221590705280,2.4157486,1.2908401,1.1249084,135.961707538444,-46.14842992125682
Gaia DR2 4432583378221517824,4432583378221517824,3.0009947,1.7216148,1.2793798,18.9610052724712,31.151032498442166
Gaia DR2 5092006921403912960,5092006921403912960,2.6164694,1.4376774,1.178792,216.3115518798405,-41.210079143490695
Gaia DR2 1916314734171463168,1916314734171463168,2.3945522,1.2764416,1.1181107,102.02413915446702,-22.649578415957265
Gaia DR2 1082234834066066560,1082234834066066560,2.6122313,1.4351921,1.1770391,159.7283984112945,30.09320948774339
Gaia DR2 1655504185150540672,1655504185150540672,1.9450684,0.97273064,0.9723377,105.66658205216781,32.57912625793819
Gaia DR2 55206483126508544,55206483126508544,2.708189,1.5083675,1.1998215,166.850427336239,-33.92830451557696
Gaia DR2 2281151074728344832,2281151074728344832,2.868578,1.6275387,1.2410393,115.57271703147235,14.900231796806674
Gaia DR2 1464104190284155392,1464104190284155392,2.2043295,1.1453543,1.0589752,88.38132291135612,87.80319931527228
Gaia DR2 977299364161531776,977299364161531776,3.0095377,1.7234974,1.2860403,172.12432301671302,22.138734138600263
Gaia DR2 2301476474879226752,2301476474879226752,2.7719831,1.548006,1.2239771,114.92864277481499,25.02971153399144
Gaia DR2 2145132896436922496,2145132896436922496,2.7343597,1.5334368,1.200923,79.62177846714266,23.386088265243938
Gaia DR2 2519281859960487424,2519281859960487424,2.8394527,1.6051292,1.2343235,153.68546244962292,-53.22836321084704
Gaia DR2 949722654759313792,949722654759313792,2.0823393,1.0663013,1.016038,175.4904247519195,22.363485256685006
Gaia DR2 2148544028182804992,2148544028182804992,2.6839151,1.4917088,1.1922064,81.13758777254522,25.755800774632924
Gaia DR2 72633433188872704,72633433188872704,2.9026623,1.6416035,1.2610588,155.70822394841642,-45.88344910825445
Gaia DR2 5070011122569670784,5070011122569670784,1.9503775,0.9782448,0.9721327,220.99680131376385,-68.02209460748139
Gaia DR2 2255996069750790528,2255996069750790528,2.3162727,1.2231522,1.0931206,99.05812256985503,23.71429092724749
Gaia DR2 6169392836175841664,6169392836175841664,3.1000652,1.7949276,1.3051376,312.12843721270536,29.78387446991785
Gaia DR2 4471072229433238016,4471072229433238016,1.4006767,0.65125465,0.7494221,31.568115559551675,12.302939254626228
Gaia DR2 6046283749042717440,6046283749042717440,2.5250072,1.3734798,1.1515274,354.65675576241523,12.811487180759709
Gaia DR2 1794949575544815360,1794949575544815360,1.3066931,0.59544945,0.7112436,79.31824003619236,-24.307562554574947
Gaia DR2 1429937175688675456,1429937175688675456,2.5958834,1.4183416,1.1775417,83.70167861982618,41.385421960728074
Gaia DR2 3623578356182500992,3623578356182500992,2.9189968,1.6532688,1.265728,313.96271110824114,51.696164903131425
Gaia DR2 6761558119249977728,6761558119249977728,2.3788042,1.2664261,1.1123781,6.362014195531283,-12.653120448214107
Gaia DR2 4590962805523660672,4590962805523660672,2.627818,1.4451742,1.1826439,57.4693707995334,21.519737029804574
Gaia DR2 390689402277884544,390689402277884544,2.3432465,1.2408581,1.1023884,120.29182078598862,-16.053648898173783
Gaia DR2 2692932747857492352,2692932747857492352,2.1973295,1.1363392,1.0609903,55.6766090906012,-30.725008983252742
Gaia DR2 2533633991396449152,2533633991396449152,1.8084898,0.8891573,0.9193325,136.0895287666913,-63.54612144210693
Gaia DR2 2906843456597129216,2906843456597129216,2.6365824,1.44909,1.1874924,231.76744396449917,-30.20963297677838
Gaia DR2 1758942764462242816,1758942764462242816,3.197857,1.8556843,1.3421726,61.876388226015635,-22.71475823144392
Gaia DR2 239711131339660160,239711131339660160,1.7879496,0.8756981,0.9122515,149.95782480935839,-12.805334869889169
Gaia DR2 325238361290516736,325238361290516736,1.6548147,0.79733753,0.8574772,143.08316739823772,-26.148202244639545
Gaia DR2 1110120063855822720,1110120063855822720,3.1937866,1.8781929,1.3155937,143.2434874170648,26.43233974929555
Gaia DR2 6178545617641627264,6178545617641627264,2.6802568,1.4807053,1.1995516,320.5277087092027,34.5173034181611
Gaia DR2 1058701746178720384,1058701746178720384,2.174014,1.1238842,1.0501299,142.91048192295725,46.82838429951388
Gaia DR2 1291263917336163456,1291263917336163456,2.5745716,1.4032288,1.1713428,58.82745405171011,58.579535052332204
Gaia DR2 2123393249453071744,2123393249453071744,1.6308384,0.7841997,0.8466387,78.20354068846353,28.193874906407085
Gaia DR2 2691666728937426688,2691666728937426688,2.5470486,1.3821249,1.1649237,56.521674236492686,-33.75180223218494
Gaia DR2 3925675085789094400,3925675085789094400,2.794837,1.5667839,1.2280531,255.78902656825372,75.63464150745148
Gaia DR2 3623050590601320576,3623050590601320576,2.3135471,1.2138548,1.0996923,310.1379660580986,52.34914102034305
Gaia DR2 2786782250040683264,2786782250040683264,2.367443,1.2546511,1.112792,131.4324363072668,-43.08498114664519
Gaia DR2 2359950049431964544,2359950049431964544,3.0550795,1.7762241,1.2788553,59.440039289209224,-83.05158369969902
Gaia DR2 1500419513162378496,1500419513162378496,3.1266966,1.8178883,1.3088083,86.74498821845518,71.18815946583739
Gaia DR2 1052236823965766144,1052236823965766144,2.2051601,1.1469898,1.0581703,146.39733021342855,47.27051584635606
Gaia DR2 1648175665273907968,1648175665273907968,3.1363382,1.8310318,1.3053064,106.23877805305328,39.30227418467058
Gaia DR2 1560042798921428224,1560042798921428224,2.4582253,1.3222599,1.1359653,107.60516712234042,63.56659850979757
Gaia DR2 5752068902886323584,5752068902886323584,2.719039,1.5159903,1.2030487,232.97617785327105,16.58006448143561
Gaia DR2 2828203292601777536,2828203292601777536,2.7088146,1.5087261,1.2000885,101.92809726299122,-35.79765508476945
Gaia DR2 5041268170632888704,5041268170632888704,2.1208477,1.0879421,1.0329056,188.67473418107718,-82.56721100934277
Gaia DR2 1045618622959991040,1045618622959991040,2.824335,1.5943174,1.2300177,154.1879545653036,49.38672626107767
Gaia DR2 1595761602379970944,1595761602379970944,2.645483,1.4518061,1.193677,84.20404465569688,53.59025257847277
